,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
last_stage_favours_fx|subject_id[95],-0.063,0.199,-0.48,0.332,0.002,0.002,6501.0,3508.0,6644.0,5681.0,1.0,
last_stage_favours_fx|subject_id[96],-0.045,0.2,-0.452,0.35,0.002,0.002,8727.0,3735.0,8735.0,6375.0,1.0,
last_stage_favours_fx|subject_id[97],0.012,0.194,-0.377,0.412,0.002,0.002,10511.0,3329.0,10555.0,6273.0,1.0,
last_stage_favours_fx|subject_id[98],0.13,0.205,-0.264,0.554,0.003,0.002,6108.0,3858.0,6366.0,6132.0,1.0,
last_stage_favours_fx|subject_id[99],0.027,0.185,-0.315,0.432,0.002,0.002,10796.0,3767.0,10862.0,6336.0,1.0,
last_stage_favours_fx|subject_id[100],-0.019,0.186,-0.425,0.334,0.002,0.002,10396.0,3282.0,10374.0,5709.0,1.0,
last_stage_favours_fx|subject_id[101],-0.009,0.21,-0.441,0.421,0.002,0.002,9322.0,3864.0,9608.0,6493.0,1.0,
last_stage_favours_fx|subject_id[102],-0.03,0.193,-0.43,0.363,0.002,0.002,10534.0,3676.0,10559.0,6041.0,1.0,
last_stage_favours_fx|subject_id[103],0.02,0.205,-0.378,0.462,0.002,0.002,8029.0,3660.0,8132.0,5823.0,1.0,
last_stage_favours_fx|subject_id[104],0.006,0.19,-0.38,0.396,0.002,0.002,10313.0,3362.0,10300.0,6554.0,1.0,
last_stage_favours_fx|subject_id[105],0.037,0.202,-0.345,0.48,0.002,0.002,9426.0,3881.0,9267.0,6579.0,1.0,
last_stage_favours_fx|subject_id[106],0.022,0.203,-0.381,0.445,0.002,0.002,8609.0,3476.0,8535.0,6654.0,1.0,
last_stage_favours_fx|subject_id[107],-0.041,0.199,-0.47,0.349,0.002,0.002,9474.0,3854.0,9557.0,6384.0,1.0,
last_stage_favours_fx|subject_id[108],-0.1,0.21,-0.537,0.296,0.002,0.002,7504.0,4136.0,7777.0,6089.0,1.0,
last_stage_favours_fx|subject_id[109],0.014,0.2,-0.394,0.419,0.002,0.002,10259.0,3735.0,10259.0,6419.0,1.0,
last_stage_favours_fx|subject_id[110],-0.125,0.205,-0.566,0.242,0.003,0.002,5135.0,4764.0,5129.0,6654.0,1.0,
last_stage_favours_fx|subject_id[111],-0.062,0.199,-0.458,0.344,0.002,0.002,7352.0,3956.0,7453.0,6031.0,1.0,
last_stage_favours_fx|subject_id[112],0.031,0.193,-0.35,0.434,0.002,0.002,9368.0,3300.0,9190.0,5952.0,1.0,
last_stage_favours_fx|subject_id[113],-0.022,0.204,-0.444,0.394,0.002,0.002,9567.0,3588.0,9651.0,5462.0,1.0,
last_stage_favours_fx|subject_id[114],-0.025,0.195,-0.409,0.398,0.002,0.002,9253.0,3227.0,9302.0,5248.0,1.0,
last_stage_favours_fx|subject_id[115],0.028,0.189,-0.348,0.423,0.002,0.002,9447.0,3574.0,9751.0,6448.0,1.0,
last_stage_favours_fx|subject_id[116],-0.088,0.194,-0.501,0.285,0.002,0.002,7173.0,3770.0,7466.0,5892.0,1.0,
last_stage_favours_fx|subject_id[117],0.006,0.194,-0.394,0.39,0.002,0.002,7234.0,3961.0,7197.0,6037.0,1.0,
last_stage_favours_fx|subject_id[118],-0.12,0.2,-0.532,0.265,0.003,0.002,5450.0,3739.0,5816.0,5745.0,1.0,
last_stage_favours_fx|subject_id[119],0.137,0.206,-0.243,0.57,0.003,0.002,4404.0,4266.0,4601.0,6008.0,1.0,
last_stage_favours_fx|subject_id[120],-0.121,0.211,-0.549,0.298,0.003,0.002,6078.0,3729.0,6307.0,5910.0,1.0,
last_stage_favours_fx|subject_id[121],-0.049,0.195,-0.443,0.359,0.002,0.002,8631.0,3600.0,8700.0,6595.0,1.0,
last_stage_favours_fx|subject_id[122],0.053,0.186,-0.32,0.431,0.002,0.002,8423.0,4035.0,8480.0,6331.0,1.0,
last_stage_favours_fx|subject_id[123],-0.022,0.198,-0.423,0.384,0.002,0.003,10740.0,3074.0,10913.0,6213.0,1.0,
last_stage_favours_fx|subject_id[124],0.009,0.207,-0.42,0.428,0.002,0.002,8705.0,3775.0,8701.0,6427.0,1.0,
last_stage_favours_fx|subject_id[125],-0.005,0.214,-0.455,0.432,0.002,0.003,10134.0,3462.0,10325.0,6771.0,1.0,
last_stage_favours_fx|subject_id[126],-0.029,0.191,-0.418,0.355,0.002,0.002,10989.0,3661.0,11069.0,5844.0,1.0,
last_stage_favours_fx|subject_id[127],-0.024,0.198,-0.431,0.366,0.002,0.002,7901.0,3828.0,7954.0,5654.0,1.0,
last_stage_favours_fx|subject_id[128],-0.144,0.213,-0.589,0.261,0.003,0.002,4648.0,4018.0,4577.0,6385.0,1.0,
last_stage_favours_fx|subject_id[129],0.035,0.202,-0.356,0.464,0.002,0.002,8779.0,3707.0,8805.0,5499.0,1.0,
last_stage_favours_fx|subject_id[130],0.187,0.219,-0.186,0.657,0.004,0.003,3797.0,3797.0,3707.0,5716.0,1.0,
last_stage_favours_fx|subject_id[131],-0.033,0.192,-0.441,0.347,0.002,0.002,9488.0,3145.0,9513.0,5685.0,1.0,
last_stage_favours_fx|subject_id[132],0.109,0.206,-0.279,0.549,0.003,0.002,5827.0,3990.0,6290.0,6272.0,1.0,
last_stage_favours_fx|subject_id[133],-0.002,0.199,-0.415,0.389,0.002,0.002,11453.0,3660.0,11460.0,6641.0,1.0,
last_stage_favours_fx|subject_id[134],0.126,0.205,-0.246,0.565,0.003,0.002,5394.0,4721.0,5431.0,6460.0,1.0,
last_stage_favours_fx|subject_id[135],-0.088,0.201,-0.508,0.292,0.002,0.002,7278.0,4293.0,7607.0,6117.0,1.0,
last_stage_favours_fx|subject_id[136],-0.014,0.209,-0.44,0.42,0.002,0.002,9281.0,3905.0,9299.0,6912.0,1.0,
last_stage_favours_fx|subject_id[137],0.146,0.2,-0.217,0.562,0.003,0.002,4072.0,3811.0,4136.0,5688.0,1.0,
last_stage_favours_fx|subject_id[138],0.015,0.198,-0.396,0.416,0.002,0.002,8912.0,3275.0,9003.0,6093.0,1.0,
last_stage_favours_fx|subject_id[139],0.08,0.197,-0.299,0.503,0.002,0.002,8074.0,4322.0,8118.0,6694.0,1.0,
last_stage_favours_fx|subject_id[140],0.034,0.208,-0.375,0.463,0.002,0.003,8073.0,3182.0,8280.0,5983.0,1.0,
last_stage_favours_fx|subject_id[141],0.059,0.201,-0.324,0.503,0.002,0.003,8826.0,3093.0,9099.0,4930.0,1.0,
last_stage_favours_fx|subject_id[142],0.072,0.202,-0.334,0.488,0.002,0.002,7636.0,3416.0,7964.0,6222.0,1.0,
last_stage_favours_fx|subject_id[143],-0.01,0.217,-0.453,0.445,0.003,0.003,7519.0,3435.0,7619.0,6022.0,1.0,
last_stage_favours_fx|subject_id[144],0.089,0.203,-0.301,0.523,0.003,0.002,6388.0,4213.0,6600.0,5942.0,1.0,
last_stage_favours_fx|subject_id[145],0.172,0.211,-0.226,0.595,0.004,0.003,3289.0,3289.0,3469.0,5200.0,1.0,
last_stage_favours_fx|subject_id[146],0.09,0.209,-0.313,0.529,0.003,0.002,6472.0,3489.0,6644.0,6155.0,1.0,
last_stage_favours_fx|subject_id[147],0.025,0.191,-0.362,0.412,0.002,0.002,9261.0,4265.0,9250.0,6370.0,1.0,
last_stage_favours_fx|subject_id[148],-0.186,0.204,-0.598,0.192,0.003,0.002,3639.0,3639.0,3672.0,6185.0,1.0,
last_stage_favours_fx|subject_id[149],-0.099,0.205,-0.517,0.304,0.002,0.002,7616.0,4448.0,7760.0,6350.0,1.0,
last_stage_favours_fx|subject_id[150],0.102,0.198,-0.276,0.513,0.003,0.002,5798.0,4319.0,5881.0,6082.0,1.0,
last_stage_favours_fx|subject_id[151],-0.174,0.206,-0.622,0.179,0.003,0.002,4122.0,3873.0,4189.0,6697.0,1.0,
last_stage_favours_fx|subject_id[152],-0.018,0.202,-0.419,0.407,0.002,0.002,9375.0,3606.0,9454.0,5925.0,1.0,
last_stage_favours_fx|subject_id[153],-0.023,0.197,-0.433,0.378,0.002,0.002,10284.0,3482.0,10591.0,6190.0,1.0,
last_stage_favours_fx|subject_id[154],-0.103,0.192,-0.499,0.268,0.002,0.002,6502.0,4448.0,6556.0,6746.0,1.0,
last_stage_favours_fx|subject_id[155],0.034,0.202,-0.356,0.47,0.002,0.002,9613.0,3635.0,9610.0,5267.0,1.0,
last_stage_favours_fx|subject_id[156],-0.122,0.205,-0.562,0.249,0.003,0.002,5496.0,4083.0,5783.0,6251.0,1.0,
last_stage_favours_fx|subject_id[157],0.105,0.204,-0.27,0.544,0.003,0.002,5972.0,4320.0,6005.0,5950.0,1.0,
last_stage_favours_fx|subject_id[158],0.14,0.2,-0.224,0.562,0.003,0.002,4454.0,4092.0,4488.0,5888.0,1.0,
last_stage_favours_fx|subject_id[159],0.157,0.207,-0.227,0.588,0.003,0.002,4348.0,4348.0,4347.0,6280.0,1.0,
last_stage_favours_fx|subject_id[160],-0.03,0.192,-0.424,0.361,0.002,0.002,8711.0,3316.0,8722.0,5730.0,1.0,
last_stage_favours_fx|subject_id[161],-0.066,0.193,-0.462,0.313,0.002,0.002,8645.0,3738.0,8702.0,6591.0,1.0,
last_stage_favours_fx|subject_id[162],0.04,0.194,-0.351,0.435,0.002,0.002,10263.0,3750.0,10268.0,6024.0,1.0,
last_stage_favours_fx|subject_id[163],0.085,0.191,-0.27,0.487,0.002,0.002,8172.0,4408.0,8226.0,6723.0,1.0,
last_stage_favours_fx|subject_id[164],-0.054,0.211,-0.5,0.358,0.002,0.002,7470.0,3778.0,7575.0,6276.0,1.0,
last_stage_favours_fx|subject_id[165],0.042,0.19,-0.332,0.439,0.002,0.002,10300.0,3807.0,10103.0,6210.0,1.0,
last_stage_favours_fx|subject_id[166],0.28,0.232,-0.094,0.752,0.005,0.004,2145.0,2145.0,1879.0,5808.0,1.0,
last_stage_favours_fx|subject_id[167],0.035,0.193,-0.36,0.422,0.002,0.002,10248.0,3277.0,10404.0,6022.0,1.0,
last_stage_favours_fx|subject_id[168],-0.043,0.199,-0.473,0.337,0.002,0.002,9963.0,4162.0,10025.0,6577.0,1.0,
last_stage_favours_fx|subject_id[169],-0.157,0.202,-0.575,0.209,0.003,0.002,4699.0,4699.0,4574.0,6862.0,1.0,
last_stage_favours_fx|subject_id[170],0.07,0.207,-0.347,0.516,0.002,0.002,8225.0,3555.0,8303.0,5999.0,1.0,
last_stage_favours_fx|subject_id[171],-0.005,0.213,-0.42,0.457,0.002,0.002,9348.0,3691.0,9459.0,5803.0,1.0,
last_stage_favours_fx|subject_id[172],0.145,0.204,-0.228,0.574,0.003,0.002,4794.0,3793.0,5071.0,5993.0,1.0,
last_stage_favours_fx|subject_id[173],-0.078,0.204,-0.514,0.311,0.002,0.002,6853.0,3633.0,6973.0,5783.0,1.0,
last_stage_favours_fx|subject_id[174],0.114,0.2,-0.26,0.532,0.002,0.002,6567.0,4332.0,6757.0,6371.0,1.0,
last_stage_favours_fx|subject_id[175],-0.012,0.211,-0.462,0.412,0.002,0.003,9164.0,2937.0,9264.0,6129.0,1.0,
last_stage_favours_fx|subject_id[176],-0.046,0.193,-0.424,0.356,0.002,0.002,7128.0,3675.0,7123.0,5448.0,1.0,
last_stage_favours_fx|subject_id[177],-0.05,0.186,-0.434,0.322,0.002,0.002,9712.0,3456.0,9856.0,5720.0,1.0,
by_attribute_fx|subject_id_sigma,0.065,0.047,0.0,0.156,0.001,0.001,2873.0,2873.0,2686.0,3622.0,1.0,1.0
by_attribute_fx|subject_id[0],0.005,0.075,-0.147,0.175,0.001,0.001,7741.0,5365.0,8352.0,6850.0,1.0,
by_attribute_fx|subject_id[1],0.012,0.079,-0.145,0.193,0.001,0.001,7610.0,4830.0,8393.0,5814.0,1.0,
by_attribute_fx|subject_id[2],-0.002,0.079,-0.182,0.163,0.001,0.001,7898.0,4873.0,8693.0,6053.0,1.0,
by_attribute_fx|subject_id[3],0.002,0.078,-0.173,0.176,0.001,0.001,7912.0,4733.0,8570.0,6356.0,1.0,
by_attribute_fx|subject_id[4],0.012,0.077,-0.15,0.181,0.001,0.001,7208.0,5044.0,7644.0,6343.0,1.0,
by_attribute_fx|subject_id[5],-0.008,0.078,-0.173,0.167,0.001,0.001,6768.0,4475.0,7514.0,6137.0,1.0,
by_attribute_fx|subject_id[6],0.005,0.081,-0.175,0.174,0.001,0.001,7595.0,4958.0,8080.0,6339.0,1.0,
by_attribute_fx|subject_id[7],0.008,0.077,-0.153,0.182,0.001,0.001,9287.0,4280.0,10209.0,6220.0,1.0,
by_attribute_fx|subject_id[8],-0.01,0.076,-0.191,0.142,0.001,0.001,6721.0,4766.0,7374.0,5709.0,1.0,
by_attribute_fx|subject_id[9],-0.022,0.081,-0.217,0.128,0.001,0.001,7853.0,6172.0,8341.0,6562.0,1.0,
by_attribute_fx|subject_id[10],-0.004,0.077,-0.179,0.159,0.001,0.001,9142.0,4746.0,9551.0,6677.0,1.0,
by_attribute_fx|subject_id[11],-0.0,0.077,-0.163,0.177,0.001,0.001,9196.0,4378.0,9978.0,6145.0,1.0,
by_attribute_fx|subject_id[12],-0.023,0.079,-0.205,0.131,0.001,0.001,6855.0,5848.0,7258.0,6729.0,1.0,
by_attribute_fx|subject_id[13],-0.007,0.08,-0.196,0.157,0.001,0.001,8684.0,4939.0,9600.0,6514.0,1.0,
by_attribute_fx|subject_id[14],0.001,0.08,-0.178,0.171,0.001,0.001,9007.0,4854.0,9769.0,6645.0,1.0,
by_attribute_fx|subject_id[15],0.003,0.076,-0.148,0.183,0.001,0.001,8595.0,5774.0,9131.0,7237.0,1.0,
by_attribute_fx|subject_id[16],0.007,0.08,-0.153,0.187,0.001,0.001,8689.0,4904.0,9846.0,6379.0,1.0,
by_attribute_fx|subject_id[17],-0.007,0.079,-0.181,0.156,0.001,0.001,7039.0,4541.0,7544.0,6082.0,1.0,
by_attribute_fx|subject_id[18],-0.003,0.078,-0.176,0.162,0.001,0.001,7841.0,4193.0,8579.0,5287.0,1.0,
by_attribute_fx|subject_id[19],-0.024,0.083,-0.211,0.137,0.001,0.001,6215.0,4752.0,7101.0,5563.0,1.0,
by_attribute_fx|subject_id[20],0.002,0.077,-0.153,0.18,0.001,0.001,9597.0,5217.0,10277.0,6329.0,1.0,
by_attribute_fx|subject_id[21],0.006,0.078,-0.167,0.169,0.001,0.001,9128.0,4699.0,9902.0,6585.0,1.0,
by_attribute_fx|subject_id[22],0.005,0.077,-0.151,0.185,0.001,0.001,7115.0,4707.0,7949.0,5867.0,1.0,
by_attribute_fx|subject_id[23],-0.003,0.079,-0.177,0.159,0.001,0.001,7764.0,4586.0,8700.0,6076.0,1.0,
by_attribute_fx|subject_id[24],0.012,0.08,-0.146,0.201,0.001,0.001,7785.0,4739.0,8689.0,6459.0,1.0,
by_attribute_fx|subject_id[25],-0.0,0.078,-0.172,0.167,0.001,0.001,7730.0,4457.0,8311.0,5970.0,1.0,
by_attribute_fx|subject_id[26],0.002,0.076,-0.167,0.167,0.001,0.001,6514.0,5324.0,7132.0,5986.0,1.0,
by_attribute_fx|subject_id[27],-0.009,0.079,-0.183,0.157,0.001,0.001,7001.0,5200.0,7320.0,6201.0,1.0,
by_attribute_fx|subject_id[28],-0.0,0.076,-0.17,0.161,0.001,0.001,8473.0,4616.0,9216.0,6325.0,1.0,
by_attribute_fx|subject_id[29],0.015,0.079,-0.148,0.193,0.001,0.001,7204.0,4904.0,7908.0,5693.0,1.0,
by_attribute_fx|subject_id[30],0.004,0.078,-0.169,0.168,0.001,0.001,8251.0,4875.0,8892.0,6425.0,1.0,
by_attribute_fx|subject_id[31],0.032,0.087,-0.116,0.242,0.001,0.001,5642.0,4517.0,6690.0,5649.0,1.0,
by_attribute_fx|subject_id[32],-0.012,0.075,-0.181,0.139,0.001,0.001,8580.0,5724.0,8856.0,6896.0,1.0,
by_attribute_fx|subject_id[33],0.002,0.078,-0.177,0.156,0.001,0.001,8272.0,5522.0,9022.0,6159.0,1.0,
by_attribute_fx|subject_id[34],0.007,0.077,-0.149,0.188,0.001,0.001,7774.0,4937.0,8240.0,6478.0,1.0,
by_attribute_fx|subject_id[35],0.006,0.077,-0.165,0.171,0.001,0.001,8093.0,4993.0,8818.0,5846.0,1.0,
by_attribute_fx|subject_id[36],-0.002,0.074,-0.166,0.156,0.001,0.001,7952.0,4824.0,8680.0,6063.0,1.0,
by_attribute_fx|subject_id[37],-0.007,0.078,-0.182,0.157,0.001,0.001,8220.0,4703.0,9077.0,5850.0,1.0,
by_attribute_fx|subject_id[38],-0.019,0.081,-0.216,0.131,0.001,0.001,7452.0,5281.0,8268.0,6781.0,1.0,
by_attribute_fx|subject_id[39],0.004,0.081,-0.162,0.182,0.001,0.001,7778.0,4846.0,8312.0,6028.0,1.0,
by_attribute_fx|subject_id[40],0.014,0.081,-0.148,0.2,0.001,0.001,8107.0,4563.0,9425.0,5922.0,1.0,
by_attribute_fx|subject_id[41],-0.002,0.078,-0.173,0.165,0.001,0.001,9250.0,5086.0,10026.0,6279.0,1.0,
by_attribute_fx|subject_id[42],-0.003,0.078,-0.184,0.154,0.001,0.001,7937.0,5489.0,8367.0,6419.0,1.0,
by_attribute_fx|subject_id[43],0.012,0.079,-0.144,0.192,0.001,0.001,6552.0,5200.0,6963.0,5984.0,1.0,
by_attribute_fx|subject_id[44],-0.005,0.079,-0.18,0.164,0.001,0.001,8428.0,5064.0,8768.0,6761.0,1.0,
by_attribute_fx|subject_id[45],0.018,0.081,-0.134,0.21,0.001,0.001,7231.0,4645.0,8387.0,5941.0,1.0,
by_attribute_fx|subject_id[46],0.025,0.081,-0.139,0.206,0.001,0.001,6589.0,5314.0,7288.0,6237.0,1.0,
by_attribute_fx|subject_id[47],0.001,0.079,-0.174,0.169,0.001,0.001,8167.0,4351.0,8695.0,6702.0,1.0,
by_attribute_fx|subject_id[48],-0.002,0.08,-0.165,0.181,0.001,0.001,8467.0,4937.0,9222.0,6477.0,1.0,
by_attribute_fx|subject_id[49],0.001,0.078,-0.166,0.177,0.001,0.001,7038.0,4679.0,7290.0,6423.0,1.0,
by_attribute_fx|subject_id[50],0.003,0.076,-0.154,0.185,0.001,0.001,9009.0,5089.0,9442.0,6387.0,1.0,
by_attribute_fx|subject_id[51],-0.012,0.079,-0.197,0.151,0.001,0.001,7836.0,4858.0,8377.0,6326.0,1.0,
by_attribute_fx|subject_id[52],0.01,0.076,-0.153,0.171,0.001,0.001,7038.0,5006.0,7727.0,5942.0,1.0,
by_attribute_fx|subject_id[53],0.004,0.078,-0.16,0.179,0.001,0.001,7959.0,4714.0,8561.0,6194.0,1.0,
by_attribute_fx|subject_id[54],0.005,0.075,-0.17,0.155,0.001,0.001,9500.0,5017.0,10287.0,6900.0,1.0,
by_attribute_fx|subject_id[55],0.012,0.077,-0.15,0.181,0.001,0.001,8269.0,5412.0,8851.0,6519.0,1.0,
by_attribute_fx|subject_id[56],0.004,0.078,-0.158,0.183,0.001,0.001,8685.0,3945.0,8869.0,6076.0,1.0,
by_attribute_fx|subject_id[57],-0.005,0.079,-0.184,0.16,0.001,0.001,7850.0,5245.0,8458.0,6875.0,1.0,
by_attribute_fx|subject_id[58],-0.017,0.079,-0.214,0.13,0.001,0.001,7718.0,5792.0,8323.0,6534.0,1.0,
by_attribute_fx|subject_id[59],0.01,0.079,-0.147,0.194,0.001,0.001,6655.0,5525.0,6822.0,5599.0,1.0,
by_attribute_fx|subject_id[60],0.036,0.089,-0.113,0.247,0.001,0.001,4714.0,3627.0,5651.0,5547.0,1.0,
by_attribute_fx|subject_id[61],0.022,0.081,-0.14,0.205,0.001,0.001,6465.0,5567.0,7156.0,6235.0,1.0,
by_attribute_fx|subject_id[62],-0.018,0.081,-0.209,0.137,0.001,0.001,6427.0,5334.0,7727.0,6312.0,1.0,
by_attribute_fx|subject_id[63],-0.017,0.082,-0.195,0.149,0.001,0.001,7809.0,4373.0,9619.0,5448.0,1.0,
by_attribute_fx|subject_id[64],-0.031,0.085,-0.231,0.118,0.001,0.001,6630.0,5731.0,7227.0,6522.0,1.0,
by_attribute_fx|subject_id[65],0.008,0.077,-0.145,0.188,0.001,0.001,7562.0,4520.0,8210.0,6107.0,1.0,
by_attribute_fx|subject_id[66],-0.01,0.079,-0.197,0.147,0.001,0.001,7535.0,4558.0,8222.0,5810.0,1.0,
by_attribute_fx|subject_id[67],0.004,0.075,-0.158,0.167,0.001,0.001,9228.0,5293.0,9894.0,7047.0,1.0,
by_attribute_fx|subject_id[68],0.008,0.077,-0.156,0.178,0.001,0.001,7894.0,5078.0,8005.0,6155.0,1.0,
by_attribute_fx|subject_id[69],-0.016,0.08,-0.193,0.144,0.001,0.001,7270.0,4973.0,7853.0,5367.0,1.0,
by_attribute_fx|subject_id[70],-0.009,0.078,-0.182,0.157,0.001,0.001,7220.0,4626.0,7539.0,6379.0,1.0,
by_attribute_fx|subject_id[71],-0.009,0.078,-0.186,0.155,0.001,0.001,7849.0,4840.0,8776.0,6072.0,1.0,
by_attribute_fx|subject_id[72],-0.017,0.082,-0.214,0.138,0.001,0.001,6721.0,4772.0,7549.0,5938.0,1.0,
by_attribute_fx|subject_id[73],0.005,0.076,-0.151,0.177,0.001,0.001,8081.0,5150.0,8385.0,5655.0,1.0,
by_attribute_fx|subject_id[74],-0.023,0.083,-0.22,0.138,0.001,0.001,7768.0,5762.0,8597.0,6801.0,1.0,
by_attribute_fx|subject_id[75],0.02,0.081,-0.141,0.203,0.001,0.001,7028.0,5314.0,7387.0,6589.0,1.0,
by_attribute_fx|subject_id[76],0.004,0.076,-0.148,0.179,0.001,0.001,8148.0,5036.0,8895.0,6489.0,1.0,
by_attribute_fx|subject_id[77],0.006,0.078,-0.159,0.181,0.001,0.001,8894.0,4987.0,9432.0,6796.0,1.0,
by_attribute_fx|subject_id[78],-0.002,0.078,-0.168,0.172,0.001,0.001,7952.0,4820.0,8487.0,5956.0,1.0,
by_attribute_fx|subject_id[79],-0.006,0.082,-0.18,0.173,0.001,0.001,7435.0,4087.0,8566.0,5816.0,1.0,
by_attribute_fx|subject_id[80],-0.008,0.078,-0.174,0.165,0.001,0.001,7692.0,5006.0,8299.0,6369.0,1.0,
by_attribute_fx|subject_id[81],-0.005,0.078,-0.168,0.163,0.001,0.001,8096.0,5844.0,8524.0,6730.0,1.0,
by_attribute_fx|subject_id[82],0.005,0.078,-0.166,0.175,0.001,0.001,7740.0,5175.0,8268.0,6208.0,1.0,
by_attribute_fx|subject_id[83],-0.012,0.078,-0.195,0.143,0.001,0.001,7392.0,4341.0,8268.0,5687.0,1.0,
by_attribute_fx|subject_id[84],0.013,0.077,-0.142,0.189,0.001,0.001,8056.0,5136.0,9275.0,6100.0,1.0,
by_attribute_fx|subject_id[85],0.009,0.076,-0.153,0.176,0.001,0.001,7439.0,5312.0,8301.0,6665.0,1.0,
by_attribute_fx|subject_id[86],0.002,0.078,-0.156,0.18,0.001,0.001,7262.0,4529.0,7852.0,6460.0,1.0,
by_attribute_fx|subject_id[87],0.001,0.078,-0.169,0.172,0.001,0.001,7059.0,4978.0,7537.0,6480.0,1.0,
by_attribute_fx|subject_id[88],0.001,0.078,-0.163,0.179,0.001,0.001,8891.0,5461.0,9771.0,6586.0,1.0,
by_attribute_fx|subject_id[89],-0.007,0.079,-0.189,0.159,0.001,0.001,8335.0,4642.0,9280.0,6387.0,1.0,
by_attribute_fx|subject_id[90],-0.005,0.076,-0.166,0.161,0.001,0.001,7523.0,5175.0,8105.0,6538.0,1.0,
by_attribute_fx|subject_id[91],-0.007,0.075,-0.179,0.148,0.001,0.001,8508.0,4806.0,9254.0,5981.0,1.0,
by_attribute_fx|subject_id[92],0.023,0.081,-0.134,0.205,0.001,0.001,6785.0,5710.0,7353.0,5970.0,1.0,
by_attribute_fx|subject_id[93],-0.004,0.079,-0.183,0.158,0.001,0.001,7679.0,4668.0,8068.0,6318.0,1.0,
by_attribute_fx|subject_id[94],0.002,0.077,-0.162,0.166,0.001,0.001,7882.0,4654.0,8457.0,6276.0,1.0,
by_attribute_fx|subject_id[95],0.001,0.078,-0.162,0.177,0.001,0.001,7705.0,4819.0,8439.0,6580.0,1.0,
by_attribute_fx|subject_id[96],-0.015,0.078,-0.185,0.149,0.001,0.001,8043.0,4928.0,8505.0,6367.0,1.0,
by_attribute_fx|subject_id[97],0.008,0.077,-0.144,0.195,0.001,0.001,8966.0,4941.0,9222.0,6847.0,1.0,
by_attribute_fx|subject_id[98],-0.002,0.078,-0.183,0.153,0.001,0.001,8890.0,4970.0,9787.0,6325.0,1.0,
by_attribute_fx|subject_id[99],-0.01,0.078,-0.187,0.149,0.001,0.001,8833.0,4502.0,10320.0,5759.0,1.0,
by_attribute_fx|subject_id[100],-0.001,0.077,-0.177,0.157,0.001,0.001,6748.0,4550.0,7116.0,5686.0,1.0,
by_attribute_fx|subject_id[101],0.006,0.08,-0.158,0.194,0.001,0.001,8356.0,4400.0,9146.0,6009.0,1.0,
by_attribute_fx|subject_id[102],0.008,0.077,-0.145,0.187,0.001,0.001,8123.0,4839.0,8762.0,6232.0,1.0,
by_attribute_fx|subject_id[103],0.007,0.08,-0.156,0.185,0.001,0.001,8769.0,4598.0,8953.0,6130.0,1.0,
by_attribute_fx|subject_id[104],0.014,0.079,-0.138,0.201,0.001,0.001,7587.0,5162.0,8371.0,5898.0,1.0,
by_attribute_fx|subject_id[105],0.004,0.077,-0.171,0.17,0.001,0.001,8211.0,5105.0,8708.0,6218.0,1.0,
by_attribute_fx|subject_id[106],0.007,0.079,-0.163,0.175,0.001,0.001,9640.0,4553.0,10375.0,6461.0,1.0,
by_attribute_fx|subject_id[107],0.005,0.081,-0.155,0.194,0.001,0.001,8220.0,4507.0,8716.0,6161.0,1.0,
by_attribute_fx|subject_id[108],0.011,0.079,-0.151,0.192,0.001,0.001,7860.0,5383.0,8158.0,6575.0,1.0,
by_attribute_fx|subject_id[109],-0.016,0.08,-0.204,0.145,0.001,0.001,7149.0,4856.0,7857.0,6029.0,1.0,
by_attribute_fx|subject_id[110],-0.013,0.078,-0.186,0.155,0.001,0.001,7441.0,4725.0,7989.0,6480.0,1.0,
by_attribute_fx|subject_id[111],0.002,0.078,-0.164,0.178,0.001,0.001,8144.0,4962.0,8484.0,6669.0,1.0,
by_attribute_fx|subject_id[112],-0.007,0.078,-0.178,0.16,0.001,0.001,7362.0,3974.0,8451.0,5354.0,1.0,
by_attribute_fx|subject_id[113],-0.0,0.08,-0.177,0.172,0.001,0.001,7883.0,4257.0,8477.0,6437.0,1.0,
by_attribute_fx|subject_id[114],0.006,0.078,-0.158,0.18,0.001,0.001,7839.0,4958.0,8541.0,5994.0,1.0,
by_attribute_fx|subject_id[115],0.018,0.082,-0.142,0.206,0.001,0.001,7709.0,5026.0,8559.0,6136.0,1.0,
by_attribute_fx|subject_id[116],0.006,0.078,-0.161,0.18,0.001,0.001,6621.0,5149.0,7409.0,6082.0,1.0,
by_attribute_fx|subject_id[117],-0.009,0.076,-0.173,0.158,0.001,0.001,8379.0,5381.0,9023.0,6394.0,1.0,
by_attribute_fx|subject_id[118],-0.006,0.077,-0.186,0.15,0.001,0.001,7225.0,4237.0,7935.0,5650.0,1.0,
by_attribute_fx|subject_id[119],0.011,0.078,-0.151,0.185,0.001,0.001,7604.0,5361.0,8068.0,6628.0,1.0,
by_attribute_fx|subject_id[120],-0.008,0.079,-0.189,0.152,0.001,0.001,8838.0,4010.0,10108.0,5967.0,1.0,
by_attribute_fx|subject_id[121],0.003,0.079,-0.168,0.178,0.001,0.001,7481.0,4550.0,7957.0,6005.0,1.0,
