,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
last_stage_favours_fx:by_attribute_fx|subject_id[135],0.046,0.174,-0.291,0.451,0.002,0.002,5928.0,4704.0,6903.0,5924.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[136],0.014,0.172,-0.357,0.397,0.002,0.002,9105.0,4527.0,9667.0,6671.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[137],-0.004,0.169,-0.381,0.358,0.002,0.002,7656.0,3713.0,8665.0,5392.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[138],-0.001,0.169,-0.378,0.369,0.002,0.002,9458.0,4414.0,10602.0,6199.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[139],-0.031,0.169,-0.396,0.342,0.002,0.002,8654.0,4951.0,9083.0,6847.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[140],-0.019,0.17,-0.42,0.309,0.002,0.002,7238.0,3709.0,8350.0,4795.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[141],0.016,0.178,-0.348,0.411,0.002,0.002,8228.0,3917.0,9254.0,5952.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[142],0.003,0.169,-0.359,0.375,0.002,0.002,7527.0,4847.0,7946.0,6096.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[143],-0.0,0.174,-0.372,0.383,0.002,0.002,8052.0,4785.0,8841.0,5976.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[144],0.014,0.167,-0.354,0.382,0.002,0.002,8019.0,4559.0,8544.0,6036.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[145],-0.012,0.166,-0.346,0.379,0.002,0.002,8972.0,4576.0,9898.0,6696.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[146],0.005,0.166,-0.34,0.389,0.002,0.002,6953.0,5055.0,7359.0,6324.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[147],0.019,0.171,-0.324,0.425,0.002,0.002,8056.0,4746.0,8609.0,5749.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[148],0.03,0.17,-0.317,0.412,0.002,0.002,6721.0,4584.0,7279.0,6148.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[149],0.016,0.172,-0.336,0.405,0.002,0.002,6932.0,4062.0,7536.0,5551.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[150],0.004,0.168,-0.35,0.368,0.002,0.002,8456.0,4574.0,8927.0,6174.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[151],-0.032,0.173,-0.44,0.299,0.002,0.002,7110.0,5041.0,8084.0,5909.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[152],0.012,0.17,-0.364,0.378,0.002,0.002,6116.0,4070.0,6768.0,5441.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[153],0.016,0.171,-0.311,0.422,0.002,0.002,6569.0,4970.0,6891.0,5602.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[154],0.075,0.187,-0.245,0.51,0.003,0.002,5432.0,5159.0,6321.0,5837.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[155],-0.011,0.167,-0.381,0.349,0.002,0.002,9200.0,4715.0,9980.0,6368.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[156],0.033,0.172,-0.308,0.423,0.002,0.002,7547.0,3925.0,7101.0,6761.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[157],-0.011,0.17,-0.418,0.319,0.002,0.002,6919.0,3909.0,7962.0,5753.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[158],-0.029,0.168,-0.408,0.31,0.002,0.002,8544.0,5142.0,9266.0,6611.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[159],-0.001,0.168,-0.364,0.365,0.002,0.002,7490.0,5050.0,7754.0,6450.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[160],0.022,0.171,-0.319,0.402,0.002,0.002,7603.0,4759.0,7940.0,6083.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[161],-0.028,0.17,-0.423,0.314,0.002,0.002,6235.0,4743.0,6818.0,6100.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[162],0.037,0.172,-0.31,0.401,0.002,0.002,7349.0,5312.0,8289.0,6047.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[163],0.006,0.167,-0.342,0.385,0.002,0.002,7418.0,4551.0,8116.0,5002.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[164],0.013,0.172,-0.34,0.405,0.002,0.002,7351.0,4585.0,7904.0,6143.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[165],-0.001,0.165,-0.327,0.386,0.002,0.002,9821.0,4037.0,10335.0,5472.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[166],-0.028,0.167,-0.394,0.326,0.002,0.002,6943.0,4651.0,7497.0,5880.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[167],-0.024,0.17,-0.418,0.323,0.002,0.002,6237.0,4570.0,6897.0,5679.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[168],0.005,0.169,-0.343,0.397,0.002,0.002,8310.0,3668.0,9667.0,5621.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[169],0.044,0.178,-0.322,0.429,0.002,0.002,8800.0,4822.0,9855.0,5480.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[170],0.018,0.174,-0.362,0.398,0.002,0.002,6782.0,4493.0,7974.0,6269.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[171],0.001,0.17,-0.365,0.368,0.002,0.002,7546.0,4553.0,8155.0,6193.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[172],0.013,0.17,-0.335,0.414,0.002,0.002,7924.0,4269.0,8518.0,6516.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[173],-0.009,0.17,-0.377,0.357,0.002,0.002,8309.0,4944.0,9410.0,6544.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[174],-0.029,0.171,-0.42,0.314,0.002,0.002,8692.0,5386.0,9469.0,6636.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[175],-0.001,0.175,-0.395,0.365,0.002,0.002,6498.0,3923.0,7042.0,5783.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[176],0.004,0.165,-0.361,0.349,0.002,0.002,7812.0,4102.0,8491.0,6067.0,1.0,
last_stage_favours_fx:by_attribute_fx|subject_id[177],0.003,0.166,-0.35,0.388,0.002,0.002,9037.0,4606.0,9500.0,5819.0,1.0,
